returnModelSpace	从族编辑器返回
yjk_arrange_jkzh_brace	布置斜杆支撑构件
yjk_soloload	<HelpRef>荷载输入\24筒仓荷载</HelpRef>         <RcImage Name="RCDATA_950" />       </MenuMacro>       <MenuMacro UID="ID_yjk_poolload">         <Command>yjk_poolload</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>荷载输入\25水池荷载</HelpRef>         <RcImage Name="RCDATA_773" />       </MenuMacro>       <MenuMacro UID="ID_yjk_raftload">         <Command>yjk_jc_modify_load_raft</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>荷载输入\26筏板荷载</HelpRef>         <RcImage Name="RCDATA_SLABLOAD" />       </MenuMacro>       <MenuMacro UID="ID_yjk_batchinputwall">         <Command>yjk_batchinputwall</Command>         <HelpString UID="XLS_0000">布置矩形漏斗
yjk_batchinputarcwall	布置圆形漏斗
yjk_edit_showload_skin	<HelpRef>蒙皮显示荷载</HelpRef>         <RcImage Name="RCDATA_490" />       </MenuMacro>       <MenuMacro UID="ID_yjk_edit_elementchangelayer">         <Command>yjk_edit_elementchangelayer</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>上部建模帮助\上部建模\导到楼层</HelpRef>         <RcImage Name="RCDATA_561" />       </MenuMacro>       <MenuMacro UID="ID_yjk_msgjwizard">         <Command>yjk_msgjwizard</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>门式刚架</HelpRef>         <RcImage Name="RCDATA_942" />       </MenuMacro>       <MenuMacro UID="ID_yjk_msgjParawizard">         <Command>yjk_msgjYucPlPara</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>门式刚架</HelpRef>         <RcImage Name="RCDATA_951" />       </MenuMacro>       <MenuMacro UID="ID_yjk_msgjwizardEX">         <Command>yjk_msgjwizardEX</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>门式刚架</HelpRef>         <RcImage Name="RCDATA_942" />       </MenuMacro>              <MenuMacro UID="ID_Open">         <Command>UIOpen</Command>         <HelpString UID="XLS_0000">打开已有的结构模型文件（*.YJK）
LoadCheck_PlaneLoad	用于提供各层荷载简图，并对荷载做各种统计输出，便于用户校核
SModRel_EditCntBeam	用于连续梁编辑，拆分、合并及支座修改等
yjkcmp_adcomparepara	<RcImage Name="RCDATA_299" />       </MenuMacro>       <MenuMacro UID="ID_yjk_testscript">         <Command>yjkcmp_testscript</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_299" />       </MenuMacro>       <MenuMacro UID="ID_YJKDisplay_txtcompare">         <Command>yjkcmp_compare</Command>         <HelpString UID="XLS_0000">文本工程对比
YJKDisplay_dspdrawprocompare	图形工程对比
yjkcmp_db	<RcImage Name="RCDATA_299" />       </MenuMacro>       <MenuMacro UID="ID_yjk_autocompare">         <Command>yjkcmp_autocompare</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_299" />       </MenuMacro>       <MenuMacro UID="ID_Save">         <Command>UISave</Command>         <HelpString UID="XLS_0000">将当前结构模型文件进行保存
UISaveAs	将当前结构模型文件保存为其它工程名
Undo	撤销上一次操作
Redo	恢复上一次操作
Measure	<RcImage Name="RCDATA_MEASURE" />       </MenuMacro>       <MenuMacro UID="ID_AlignDim">         <Command>AlignDim</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_212" />       </MenuMacro>       <MenuMacro UID="ID_MarkType">         <Command>MarkType</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_228" />       </MenuMacro>       <MenuMacro UID="ID_Text">         <Command>Text</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_226" />       </MenuMacro>       <MenuMacro UID="ID_DefaultView3">         <Command>DefaultView3</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_280" />       </MenuMacro>       <MenuMacro UID="ID_Section">         <Command>Section</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_281" />       </MenuMacro>       <MenuMacro UID="ID_Linethickness">         <Command>Linethickness</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_276" />       </MenuMacro>       <MenuMacro UID="ID_CloseHideWnd">         <Command>CloseHideWnd</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_300" />       </MenuMacro>       <MenuMacro UID="ID_ShiftWnd">         <Command>ShiftWnd</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_374" />       </MenuMacro>       <MenuMacro UID="ID_TypeSelect">         <Command>TypeSelect</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_NEW" />       </MenuMacro>       <MenuMacro UID="ID_ICSearch">         <Command>ICSearch</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_NEW" />       </MenuMacro>       <MenuMacro UID="ID_ICFind">         <Command>ICFind</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_419" />       </MenuMacro>       <MenuMacro UID="ID_ICRegister">         <Command>ICRegister</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_420" />       </MenuMacro>       <MenuMacro UID="ID_ICInfo">         <Command>ICInfo</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_421" />       </MenuMacro>       <MenuMacro UID="ID_ICFavorite">         <Command>ICFavorite</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_422" />       </MenuMacro>       <MenuMacro UID="ID_About">         <Command>AboutDlg</Command>         <HelpString UID="XLS_0000">关于软件
Instruction	软件说明
showupdate	在线更新
IService	技术与支持
showgjbh	打开Tip等方式对已布置的信息显示查询
yjk_slabquery	楼板信息查询
yjk_Mergebzc	标准层合并
yjk_LoadGkSetup	自定义工况
yjk_Edit_Copy	复制
yjk_Edit_Copy_module	复制
yjk_Edit_Move	移动
yjk_Edit_Move_module	移动
yjk_Edit_Rotate	旋转
yjk_Edit_Mirror	镜像
yjk_Edit_Offset	偏移
yjk_Edit_Offset_module	偏移
Draft_Offset	拖动偏移
yjk_Edit_Extend	延伸
YJKTransCAD_TransCAD	转Autocad平面图到模型
ICAD	将衬图图素转换成模型构件
QuickColorSet	设置背景颜色
QuickLightSet	设置光源
yjkRecastModel_Structure	转Autocad平面图到模型
MST2YJK_MstInterface	导入MST(.log)数据文件
YJK2MST_MstInterface	导出MST(.log)数据文件
3D3S2YJK_d3sInterface	导入3D3S(.3D3S)数据文件
YJK23D3S_d3sInterface	导出3D3S(.3D3S)数据文件
yjk_ucs	设置工作基面
yjk_importdwg	导入Dwg格式平面图上的轴线
YjkTruss_TrussLine	绘制直线桁架
YjkTruss_TrussArc	绘制弧线桁架
YjkTruss_NetShell	通过参数快速建立“网架网壳”
YjkTruss_truss3	快速建立一榀桁架
yjk_Edit_Trim	裁剪
yjk_Edit_stretch	拖拽节点连带和节点相连的网格和构件
yjk_edit_stretch_node	平移节点
yjk_Edit_Align	对齐
yjk_Edit_Array	阵列
SSST_CM_OrthoGrids	轴网
SSST_CM_AColumn	人字柱
SSST_CM_TrussBeam	桁架梁
SSST_CM_TrussBeamSCS	矩形桁架梁横隔面
SSST_CM_TrussColumn	格构柱
SSST_CM_TrussColumnSCS	矩形格构柱横隔面
SSST_CM_CirclePipeColumn	钢管柱
SSST_CM_CirclePipeBeam	钢管梁
SSST_CM_TColumn	地线柱和避雷针
yjk_BatPutLineNodeLoad	<HelpRef>上部建模帮助\变电构架</HelpRef>         <RcImage Name="RCDATA_966" />       </MenuMacro> 	         <MenuMacro UID="ID_SSST_CM_ModelBrush">         <Command>SSST_CM_ModelBrush</Command>         <HelpString UID="XLS_0000">构件属性刷子
SSST_CM_ModelEdit	构件属性编辑
SSST_CM_ModelDelete	构件属性删除
SSST_CM_SplitBraces	打断支撑
yjk_Edit_Para_new	成批修改构件的布置参数
yjk_layercopyelement	将某层内容复制到其它层
yjk_slab_cjcopy	复制本层楼板布置信息至其他标准层
yjk_load_cjcopy	将当前标准层上的荷载拷贝到其他标准层
yjk_yzgj_cjcopy	复制本层预制构件布置信息至其他标准层
yjk_jws2yjk	<RcImage Name="RCDATA_WALL_" />       </MenuMacro>       <MenuMacro UID="ID_ShowPropertyWnd">         <Command>ShowPropertyWnd</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_CLEARGRID" />       </MenuMacro>       <MenuMacro UID="ID_HidePropertyWnd">         <Command>HidePropertyWnd</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_OPEN" />       </MenuMacro>       <MenuMacro UID="ID_InternalRunScript">         <Command>InternalRunScript</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_DRAW_RECOVERY_MGR" />       </MenuMacro>       <MenuMacro UID="ID_yjk_showhide">         <Command>yjk_showhide</Command>         <HelpString UID="XLS_0000">对构件和荷载有选择地显示设置
yjk_showoverload	模型中显示超限构件
yjk_closeoverload	关闭模型中显示的超限构件
WriteCUI	<RcImage Name="RCDATA_312" />       </MenuMacro>       <MenuMacro UID="ID_UIEnableTest">         <Command>UIEnableTest</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_346" />       </MenuMacro>              <MenuMacro UID="ID_Showlp">         <Command>Showlp</Command>         <HelpString UID="XLS_0000">图层属性管理器
DimAlign	<RcImage Name="RCDATA_212" />       </MenuMacro>       <MenuMacro UID="ID_DimLiner">         <Command>DimLiner</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_213" />       </MenuMacro>       <MenuMacro UID="ID_DimAngular">         <Command>DimAngular</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_214" />       </MenuMacro>       <MenuMacro UID="ID_DimRadial">         <Command>DimRadial</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_215" />       </MenuMacro>       <MenuMacro UID="ID_DimDia">         <Command>DimDia</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_215" />       </MenuMacro>       <MenuMacro UID="ID_yjkwtf_InputTowerPara">         <Command>yjkwtf_InputTowerPara</Command>         <HelpString UID="XLS_0000">输入塔筒与风机参数，建立上部结构三维模型，用于风机基础计算
yjkwtf_ShowTowerDesignWnd	输入塔筒相关参数，建立上部结构三维模型，用于塔筒设计
yjkwtf_ParaDlg	隐藏参数
yjkwtf_InputSpreadBaseSize	输入扩展基础尺寸位置参数，建立扩展基础三维模型
yjkwtf_AnchorBaseDlg	输入岩石锚杆的部分参数
yjkwtf_InputSpreadBasePara	输入基础的计算与材料参数
yjkwtf_InputPileCapPara	输入桩基承台参数
yjkwtf_InputRockBoltsPara	输入岩石锚杆基础参数
yjkwtf_InputBeamSlabBasePara	输入梁板式基础参数
yjkwtf_InputHT_SPreadBase	输入混塔扩展式基础参数
yjkwtf_PILE_PARA	输入桩基础参数
yjkwtf_PILEXH_ShOW	显示桩/锚杆序号
yjkwtf_PILEXH_HIDE	隐藏桩/锚杆序号
yjkwtf_CalEarthquakeForce	地震力计算或者直接输入地震力
yjkwtf_InputGeologyPara	输入地质参数
yjkwtf_InputBaseRingPara	输入基础环参数
yjkwtf_InputPreAnchorPara	输入与锚栓笼相关的参数
yjkwtf_InputPreCablePara	输入与预应力锚索相关的参数
yjkwtf_InputEarthquakePara	输入场区地震参数
yjkwtf_GetTowerBtmForce	输入风机塔筒的筒底荷载标准值
yjkwtf_InputGridSteel	输入正交钢筋网片参数
yjkwtf_AutoSteelTable	生成钢筋级配库
yjkwtf_InputXTSteel	输入悬挑配筋参数
yjkwtf_InputBasementSteel	输入空腔周边配筋参数
yjkwtf_InputCalculationPara	输入计算参数
yjkwtf_Calculate	风机计算
yjkwtf_LoadCoef	设置计算工况，并输入荷载分项系数
yjkwtf_LoadCombTable	显示荷载组合表
yjkwtf_GenWtfLoad	将风机荷载施加到基础顶面
yjkwtf_CloseCalProWnd	关闭可停靠窗口
yjkwtf_WindTower_Model</Command>
        <RcImage Name="RCDATA_1201" />
      </MenuMacro>
      <MenuMacro UID="ID_yjkwtf_WindTower_Para">
        <Command>yjkwtf_WindTower_Para</Command>
        <RcImage Name="RCDATA_301" />
      </MenuMacro>
      <MenuMacro UID="ID_yjkwtf_WindTower_Force">
        <Command>yjkwtf_WindTower_Force</Command>
        <RcImage Name="RCDATA_NODELOAD" />
      </MenuMacro>
      <MenuMacro UID="ID_yjkwtf_WindTower_Seismic">
        <Command>yjkwtf_WindTower_Seismic</Command>
        <RcImage Name="RCDATA_1299" />
      </MenuMacro>
      <MenuMacro UID="ID_yjkwtf_WindTower_Material">
        <Command>yjkwtf_WindTower_Material</Command>
        <RcImage Name="RCDATA_449" />
      </MenuMacro>
      <MenuMacro UID="ID_yjkwtf_WindTower_Statistic">
        <Command>yjkwtf_WindTower_Statistic</Command>
        <RcImage Name="RCDATA_448" />
      </MenuMacro>
      <!--风机塔筒模型输入 end-->
	  
	  
      <MenuMacro UID="ID_YJK_Node">
        <Command>YJK_Node	直接绘制节点
yjk_formskin	蒙皮
yjk_formskinbypts	接序选节点生成蒙皮
yjk_setskingj	设置不参与蒙皮的杆件
yjk_skinnormal	蒙皮
yjk_skindirection	蒙皮
yjk_cleanupskin	蒙皮
yjk_skinload	蒙皮
yjk_delete_skinload	蒙皮
yjk_showskinload	蒙皮
yjk_delete_skin	蒙皮
yjk_skinloadtonodeload	蒙皮
yjk_skinshowhide	蒙皮
yjk_fhcs	蒙皮
yjk_edit_skinmaterial	蒙皮
yjk_edit_del_skinmaterial	蒙皮
yjk_skinarea	蒙皮
yjk_divide	定数等分
yjk_Dividemeasure	定距等分
YJK_Grid	<RcImage Name="RCDATA_WALL_" />       </MenuMacro>       <MenuMacro UID="ID_YJK_Axis">         <Command>YJK_Axis</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_WALL_" />       </MenuMacro>       <MenuMacro UID="ID_yjk_arrange_load">         <Command>yjk_arrange_load</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_WALL_" />       </MenuMacro>       <MenuMacro UID="ID_yjk_line2p">         <Command>yjk_line2p</Command>         <HelpString UID="XLS_0000">点击两点形成直线段
yjk_line2ps	创建连续直线
yjk_line2p3d	创建连续直线
YJKTransCAD_TransCAD3D	导入Dwg3D网格
yjk_node3d	直接绘制节点
_cucs	设置工作基面
_wcs	取消工作基面
yjk_Circle	以圆心、半径方式绘制圆
yjk_arc3p	用三点创建圆弧
yjk_arccse	指定圆心、起点、终点的方式创建圆弧
yjk_arcsca	指定起点、圆心、角度的方式创建圆弧
yjk_arcsce	指定起点、圆心、终点的方式创建圆弧
yjk_paralleline	绘制一组平行的直线
yjk_polyline	绘制连续首尾相接的直线和弧线
yjk_rectangle	输入矩形两对角点绘制一个与x、y轴平行的矩形
yjk_ray	绘制一组辐射状直线
yjk_formnode	把输入的轴线作相交计算形成网格和节点
Point	点
line	创建直线段
3parc	用三点创建圆弧
CSEArc	指定圆心、起点、终点的方式创建圆弧
SCAArc	指定起点、圆心、角度的方式创建圆弧
SCEArc	指定起点、圆心、终点的方式创建圆弧
Ellipse	绘制椭圆
EllipseArc	创建椭圆弧
PC	绘制一组平行的直线
poly2dline	绘制连续首尾相接的直线和弧线
poly3dline	绘制连续首尾相接的空间直线和弧线
Rect	输入矩形两对角点绘制一个与x、y轴平行的矩形
_ray	绘制一组辐射状直线
PN	创建等边闭合多段线
LAYER	管理图层和图层特性
LAYMCUR	将对象的图层设为当前图层
LAYMCH	将选定对象的图层更改为与目标图层相匹配
LAYFRZ	冻结选定对象的图层
LAYOFF	关闭选定对象的图层
LAYON	打开图形中的所有图层
	解冻图形中的所有图层
LAYLCK	锁定选定对象的图层
LAYULK	解锁选定对象的图层
LAYDEL	删除图层上的所有对象并清理图层
TXTMGR	文字样式
measure_p2p	测量两点之间的距离
yjk_measure_p2p	测量两点之间的距离
yjk_measure_p2l	测量点线之间的距离
yjk_measure_angle	测量角度
MEASURE_PL	测量点线之间的距离
MEASURE_ANGLE	测量角度
	显示图形在打印时的外观
Hatch	图案填充
Line2d	创建直线段
pline	绘制连续首尾相接的直线和弧线
CircleCR	以圆心、半径方式绘制圆
CircleCD	以圆心、直径径方式绘制圆
Circle3P	以三点方式绘制圆
Circle2P	以直径两端点的方式绘制圆
arc3P	用三点创建圆弧
arccse	指定圆心、起点、终点的方式创建圆弧
arcPtCenAng	指定起点、圆心、角度的方式创建圆弧
arcStCenEd	指定起点、圆心、终点的方式创建圆弧
polygon	创建等边闭合多段线
yjk_wall_line2p	用两点画线方式把墙连同它上面的轴线一起输入
yjk_wall_arc3p	用三点画弧方式把墙连同它上面的轴线一起输入
yjk_wall_arcsce	用起点、圆心、终点画弧方式把墙连同它上面的轴线一起输入
yjk_wall_arcsca	用起点、圆心、夹角画弧方式把墙连同它上面的轴线一起输入
yjk_wall_arccse	用圆心、起点、终点画弧方式把墙连同它上面的轴线一起输入
yjk_wall_paralleline	用平行线方式把墙连同它上面的轴线一起输入
yjk_wall_polygon	用连续线方式把墙连同它上面的轴线一起输入
yjk_wall_rectangle	用矩形方式把墙连同它上面的轴线一起输入
yjk_wall_ray	用射线方式把墙连同它上面的轴线一起输入
yjk_beam_line2p	用两点画线方式把梁连同它上面的轴线一起输入
yjk_beam_arc3p	用三点画弧方式把梁连同它上面的轴线一起输入
yjk_beam_arcsce	用起点、圆心、终点画弧方式把梁连同它上面的轴线一起输入
yjk_beam_arcsca	用起点、圆心、夹角画弧方式把梁连同它上面的轴线一起输入
yjk_beam_arccse	用圆心、起点、终点画弧方式把梁连同它上面的轴线一起输入
yjk_beam_paralleline	用平行线方式把梁连同它上面的轴线一起输入
yjk_beam_polygon	用连续线方式把梁连同它上面的轴线一起输入
yjk_beam_rectangle	用矩形方式把梁连同它上面的轴线一起输入
yjk_beam_ray	用射线方式把梁连同它上面的轴线一起输入
OrthoAxis	对话框方式建立一个正交轴网
ArcAxis	对话框建立一个弧线轴网
ArcAxisEx	对话框建立一个弧线轴网
ShowAxis	显示或关闭轴线号
YJK_NameAxis	逐根给轴线命名轴线号
YJK_NameAxisBatch	成批给轴线命名轴线号
ClearGrid	清除本层平面上没有用到的网格和节点
yjk_modify_eon1	单点逐个输入节点在层高处相对于楼层高的高差
yjk_modify_eon2	输入起点终点值后将同一轴线上节点高成批调整
yjk_modify_eon3	按照输入的三点值形成的斜面成批调整上节点高
yjk_axis3dline2p	创建连续直线
yjk_paralleaxis3d	绘制一组平行的直线
yjk_line2p3d	创建连续直线
ShowAxis3D	显示或关闭轴线号
yjk_NameAxis3D	逐根给轴线命名轴线号
Erase	<RcImage Name="RCDATA_ERASE" />       </MenuMacro>       <MenuMacro UID="ID_yjk_elereplace_wall">         <Command>yjk_elereplace_wall</Command>         <HelpString UID="XLS_Column">用新的墙截面替换已布置好的墙的截面
yjk_elereplace_window	用新的洞口替换已布置好的洞口
yjk_elereplace_column	用新的柱截面替换已布置好的柱的截面
yjk_elereplace_beam	用新的梁截面替换已布置好的梁的截面
yjk_elereplace_brace	用新的斜杆截面替换已布置好的斜杆的截面
yjk_elereplace_load	用新荷载替换构件上已布置好的荷载
yjk_switch_linestate	将模型用单线显示或恢复到实体显示
yjk_nodedown	将柱、支撑或墙节点传到下层的承托梁或墙上
yjk_arrange_pick	点取一个已经布置好的构件把它布置到其它位置
yjk_def_pick	点取一个已经布置好的构件截面定义替换原构件截面定义
yjk_nodemergedistance	程序将不大于某距离值的节点归并到一起
yjk_nodemergedistance	程序将不大于某距离值的节点归并到一起
